sport,category_id,activity_id,manufacturer_id,manufacturer_name,seller_id,seller_name,brand_name,bar_code_13,internal_ref_id,manufacturer_product_id,product_name,description,Unitweight,specialty_id,size_id,ussize_id,width_id,wheel_size_id,head_tube_id,brakes_id,taxle_id,rake_id,width_oo_id,seat_post_diameter_id,bar_bore_diameter_id,design_id,color_id,color_#,material,MaterialDesc,Gender,SpecialTechnology,picture,notes,seller_min_qty, remaining ,release,bottom_braket,cost_price,x_factor,retail_price_net,retail_price_vat,Record,descriptive_name,finish,VAT,currency
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102574,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, SILVER ,1106,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102575,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, CELESTE ,1119,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102576,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, RED ,1109,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102577,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,1202,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102578,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK LEATHER ,12P1,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102579,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,1204,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102580,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,1203,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102581,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,1205,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102582,, IRIS ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, SILVER ,1206,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102583,, ENTERPRISE ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,1502,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.46,277.87,339.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102584,, ENTERPRISE ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK ,1501,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.46,277.87,339.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102585,, ENTERPRISE ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,1504,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.46,277.87,339.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102586,, ENTERPRISE ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,1503,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.46,277.87,339.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102587,, ENTERPRISE ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,1505,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.46,277.87,339.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102588,, ARTIX Gore-Tex® ,,,,,,Regular,,,,,,,,,, YELLOW ,1824,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102589,, ARTIX Gore-Tex® ,,,,,,Regular,,,,,,,,,, ORANGE ,1823,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102590,, MAX Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, WHITE ,302,Carbon,," M, W ",,,,,,,,35.24,2.30,81.15,99.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102591,, MAX Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, BLACK ,301,Carbon,," M, W ",,,,,,,,35.24,2.30,81.15,99.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102592,, MAX Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, YELLOW ,316,Carbon,," M, W ",,,,,,,,35.24,2.30,81.15,99.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102593,, MAX Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, ORANGE ,317,Carbon,," M, W ",,,,,,,,35.24,2.30,81.15,99.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102594,, TOP Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, WHITE ,1902,Carbon,," M, W ",,,,,,,,42.72,2.28,97.54,119.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102595,, TOP Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, BLACK ,1901,Carbon,," M, W ",,,,,,,,42.72,2.28,97.54,119.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102596,, TOP Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, YELLOW ,1904,Carbon,," M, W ",,,,,,,,42.72,2.28,97.54,119.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102597,, TOP Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, ORANGE ,1903,Carbon,," M, W ",,,,,,,,42.72,2.28,97.54,119.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102598,, TOP Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, FUXIA ,1905,Carbon,," M, W ",,,,,,,,42.72,2.28,97.54,119.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102599,, PLUS Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, WHITE ,502,Carbon,," M, W ",,,,,,,,54.96,2.37,130.33,159.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102600,, PLUS Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, BLACK ,501,Carbon,," M, W ",,,,,,,,54.96,2.37,130.33,159.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102601,, PLUS Gore-Tex® ,Road winter cycling shoes that combines a high breathability without neglecting thermic properties. Developed to withstand the most adverse climatic conditions. The inner shoe is protected with a membrane SION-TEX®. SION-TEX® is a waterproof fabric of excellent qualities that incorporates a revolutionary 3-coats recovering. Carbon fiber sole.   ,,,,,Regular,,,,,,,,,, RED ,509,Carbon,," M, W ",,,,,,,,54.96,2.37,130.33,159.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102602,, TRI ROAD ,"New model of Triathlon shoe LUCK TRI 3.0 Lightweigthed and resistant triathlon shoe, conceived from one single microfiber piece of high breathable and dryng properties. Double Velcro closure system of grat functionality. Carbon sole.",,,,,Regular,,,,,,,,,, WHITE ,1602,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102603,, TRI ROAD ,"New model of Triathlon shoe LUCK TRI 3.0 Lightweigthed and resistant triathlon shoe, conceived from one single microfiber piece of high breathable and dryng properties. Double Velcro closure system of grat functionality. Carbon sole.",,,,,Regular,,,,,,,,,, YELLOW ,1604,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102604,, TRI ROAD ,"New model of Triathlon shoe LUCK TRI 3.0 Lightweigthed and resistant triathlon shoe, conceived from one single microfiber piece of high breathable and dryng properties. Double Velcro closure system of grat functionality. Carbon sole.",,,,,Regular,,,,,,,,,, ORANGE ,1603,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102605,, TRI ROAD ,"New model of Triathlon shoe LUCK TRI 3.0 Lightweigthed and resistant triathlon shoe, conceived from one single microfiber piece of high breathable and dryng properties. Double Velcro closure system of grat functionality. Carbon sole.",,,,,Regular,,,,,,,,,, FUXIA ,1605,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102606,, START 3.0 ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK ,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,29.24,2.21,64.75,79.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102607,, MATRIX ,"Road cycling shoes that maintain high range characteristics and materials.
ATOP rotary closure system combined with a Velcro strap.
Microfiber fabric.   Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, WHITE ,302,Carbon,," M, W ",,,,,,,,29.24,2.21,64.75,79.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102608,, MATRIX ,"Road cycling shoes that maintain high range characteristics and materials.
ATOP rotary closure system combined with a Velcro strap.
Microfiber fabric.   Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, BLACK ,301,Carbon,," M, W ",,,,,,,,29.24,2.21,64.75,79.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102609,, MATRIX ,"Road cycling shoes that maintain high range characteristics and materials.
ATOP rotary closure system combined with a Velcro strap.
Microfiber fabric.   Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, YELLOW ,316,Carbon,," M, W ",,,,,,,,29.24,2.21,64.75,79.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102610,, MATRIX ,"Road cycling shoes that maintain high range characteristics and materials.
ATOP rotary closure system combined with a Velcro strap.
Microfiber fabric.   Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, ORANGE ,317,Carbon,," M, W ",,,,,,,,36.72,2.21,81.15,99.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102611,, TEAM ,"Microfiber of excellent quality and thickness.
Improved double velcro closure system in combination with a millimeter caliper closure device. Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, WHITE ,1902,Carbon,," M, W ",,,,,,,,36.72,2.21,81.15,99.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102612,, TEAM ,"Microfiber of excellent quality and thickness.
Improved double velcro closure system in combination with a millimeter caliper closure device. Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, BLACK ,1901,Carbon,," M, W ",,,,,,,,36.72,2.21,81.15,99.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102613,, TEAM ,"Microfiber of excellent quality and thickness.
Improved double velcro closure system in combination with a millimeter caliper closure device. Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, YELLOW ,1904,Carbon,," M, W ",,,,,,,,36.72,2.21,81.15,99.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102614,, TEAM ,"Microfiber of excellent quality and thickness.
Improved double velcro closure system in combination with a millimeter caliper closure device. Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, ORANGE ,1903,Carbon,," M, W ",,,,,,,,36.72,2.21,81.15,99.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102615,, TEAM ,"Microfiber of excellent quality and thickness.
Improved double velcro closure system in combination with a millimeter caliper closure device. Carbon Fiber Sole.",,,,,Regular,,,,,,,,,, FUXIA ,1905,Carbon,," M, W ",,,,,,,,48.96,2.16,105.74,129.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102616,, PRO ,Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties.,,,,,Regular,,,,,,,,,, WHITE ,502,Carbon,," M, W ",,,,,,,,48.96,2.16,105.74,129.00,,,,,EUR
Cycling,Shoes,MTB,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102617,, PRO ,Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties.,,,,,Regular,,,,,,,,,, BLACK ,501,Carbon,," M, W ",,,,,,,,48.96,2.16,105.74,129.00,,,,,EUR
